duration,src_bytes,dst_bytes,label
0,0,0,attack
0,302,1380,normal
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,355,870,normal
0,8,0,attack
18,106,1468,normal
0,286,1423,normal
9235,1,0,attack
0,0,0,attack
0,1032,0,attack
0,168,9551,normal
0,238,864,normal
0,0,0,attack
0,291,10369,normal
0,0,0,attack
0,749,330,normal
0,198,6924,normal
0,0,0,attack
0,167,709,normal
0,241,851,normal
0,337,3360,normal
0,729,328,normal
0,8,0,attack
0,0,0,attack
0,222,1483,normal
0,0,0,attack
0,0,0,normal
0,46,134,normal
0,246,2719,normal
0,222,771,normal
0,0,0,attack
0,0,0,attack
409,279,9598,normal
0,226,651,normal
0,299,447,normal
0,0,0,attack
0,12,0,normal
0,281,1951,normal
0,0,0,attack
0,42,42,normal
0,0,0,attack
0,0,0,attack
0,263,453,normal
36613,1,0,attack
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,283,1980,normal
0,161,5530,normal
0,211,321,normal
0,201,1701,normal
0,8,0,attack
0,147,0,normal
0,0,0,attack
0,567,0,normal
0,0,0,attack
0,0,0,attack
5043,5131424,0,attack
0,320,420,normal
0,8,0,attack
0,0,0,normal
0,204,1229,normal
0,0,0,attack
0,10389,0,normal
0,0,0,attack
0,344,573,normal
0,0,0,attack
0,0,0,attack
0,243,821,normal
0,1032,0,attack
0,8,0,attack
0,0,0,attack
0,105,146,normal
0,0,0,attack
1,1080,327,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,657,326,normal
0,0,0,attack
0,284,765,normal
0,261,15455,normal
0,317,315,normal
0,33,0,normal
0,0,0,attack
0,0,0,attack
0,44,70,normal
0,215,584,normal
0,0,0,attack
0,332,2844,normal
1,978,334,normal
0,296,5670,normal
0,0,0,attack
0,0,0,attack
0,214,9986,normal
0,0,0,attack
0,48,48,normal
0,226,1301,normal
0,0,0,attack
0,78,0,normal
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,294,3327,normal
0,0,0,attack
0,220,1249,normal
0,0,0,attack
0,196,3282,normal
0,0,0,attack
0,327,4482,normal
0,0,0,attack
0,319,0,normal
0,1087,302,normal
0,210,3754,normal
0,0,0,attack
0,0,0,normal
0,234,6282,normal
0,8,0,attack
0,54540,8314,attack
0,237,1461,normal
0,0,0,attack
0,0,0,attack
0,200,955,normal
0,219,657,normal
0,284,5921,normal
0,0,0,attack
0,325,426,normal
0,0,0,attack
0,30,0,normal
0,335,7902,normal
0,36,0,normal
0,0,0,attack
0,43,43,normal
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,216,1956,normal
0,0,0,attack
0,44,78,normal
0,347,8113,normal
1,570,280,normal
0,219,17540,normal
0,146,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
31401,1,0,attack
0,0,0,attack
0,18,0,attack
0,0,4,normal
0,233,581,normal
0,0,0,attack
0,276,0,normal
0,44,139,normal
0,8,0,attack
7805,1828,148722,normal
0,200,764,normal
0,46,46,normal
0,0,0,attack
0,0,0,attack
0,216,5284,normal
0,0,0,attack
0,234,997,normal
0,220,1643,normal
0,0,0,attack
0,105,146,normal
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,288,2881,normal
0,0,0,attack
0,0,0,attack
0,1,0,attack
0,28,0,attack
0,279,494,normal
0,1032,0,attack
0,192,0,normal
7,105,1401,normal
0,0,0,attack
10,1330,282,normal
0,520,0,attack
0,0,0,attack
0,230,362,normal
0,44,110,normal
0,271,3582,normal
0,179,1668,normal
0,852,0,normal
0,222,310,normal
0,314,4137,normal
0,0,0,attack
0,230,6880,normal
0,0,0,attack
0,0,0,attack
0,857,327,normal
0,234,1707,normal
0,1032,0,attack
0,28,0,attack
0,0,0,attack
0,215,6367,normal
0,46,46,normal
0,105,146,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,305,2507,normal
0,0,0,attack
0,336,15767,normal
0,0,0,attack
0,0,0,attack
5784,147,105,normal
0,335,1212,normal
0,0,0,attack
0,339,241,normal
0,317,3245,normal
0,0,0,attack
0,54540,8314,attack
0,0,0,attack
0,42,131,normal
0,986,368,normal
0,0,0,attack
0,183,0,normal
0,0,0,attack
0,405,23786,normal
0,0,0,attack
0,785,327,normal
0,258,4302,normal
0,0,0,attack
0,8,0,attack
0,318,2649,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,216,1240,normal
1,0,0,attack
0,291,320,normal
0,224,546,normal
0,0,0,attack
0,0,0,attack
542,17,42,normal
0,0,0,attack
0,29,29,normal
0,105,147,normal
0,30,0,normal
0,325,12884,normal
0,0,0,attack
0,0,0,normal
0,12,0,normal
0,212,828,normal
0,240,1475,normal
0,292,13206,normal
0,172,12793,normal
0,0,0,attack
0,310,788,normal
0,44,128,normal
0,145,0,normal
1,1238,2451,attack
0,8,0,attack
0,45,45,normal
0,0,0,attack
2,1551,362,normal
4,1308,328,normal
0,356,1125,normal
0,364,6914,normal
0,331,776,normal
0,30,0,normal
0,0,0,attack
0,0,0,attack
0,247,7546,normal
0,300,1841,normal
0,0,0,attack
0,355,2109,normal
0,0,0,attack
0,316,1260,normal
0,44,136,normal
30,1458,4152,normal
0,0,0,attack
10455,146,105,normal
0,0,0,attack
0,0,0,attack
0,1,0,attack
0,0,0,attack
0,0,0,attack
10326,146,105,normal
0,0,0,attack
0,13794,2966,normal
0,0,0,attack
0,911,325,normal
0,0,0,attack
0,280,3332,normal
0,0,0,attack
0,0,0,attack
0,41,41,normal
0,10,139,normal
0,311,488,normal
0,281,1745,normal
0,297,1285,normal
0,0,0,attack
0,43,72,normal
0,0,0,attack
0,334,0,attack
0,8,0,attack
0,215,9399,normal
0,0,0,attack
0,0,0,normal
0,516,4,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
28,44,44,normal
0,0,0,attack
0,676,328,normal
0,334,455,normal
0,0,0,attack
0,0,0,attack
0,204,1596,normal
0,520,0,attack
0,0,0,attack
0,192,301,normal
0,18,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,256,4486,normal
0,64,0,normal
0,46,136,normal
0,0,0,attack
0,220,253,normal
0,41,117,normal
0,248,2313,normal
0,1250,2451,attack
0,0,0,attack
0,44,70,normal
202,209,1824,normal
0,5891,0,normal
0,8,0,attack
0,276,1767,normal
0,231,2304,normal
0,0,0,attack
0,312,422,normal
41285,1,0,attack
0,0,0,attack
0,29,0,normal
0,13239,0,normal
0,0,0,attack
0,8,223,normal
0,0,0,attack
0,44,79,normal
0,0,0,attack
0,0,0,attack
0,324,10647,normal
0,0,0,attack
0,18,0,attack
0,355,657,normal
13488,1,0,attack
0,0,0,attack
0,54540,8314,attack
0,205,253,normal
0,0,0,attack
0,325,753,normal
0,0,0,attack
0,232,193,normal
4,886,326,normal
0,319,3432,normal
0,0,0,attack
0,0,0,attack
0,147,12141,normal
1,1451,330,normal
0,54540,8314,attack
0,235,1889,normal
25,0,0,attack
0,0,0,attack
0,299,1540,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,237,241,normal
0,0,0,attack
3047,146,105,normal
0,0,0,attack
1327,146,105,normal
0,202,1923,normal
0,0,0,attack
0,383,0,normal
0,345,2254,normal
0,278,6546,normal
0,0,0,attack
0,196,16143,normal
0,0,0,attack
0,277,2253,normal
0,203,578,normal
0,0,0,attack
860,147,105,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,367,5199,normal
0,0,0,attack
0,257,23051,normal
0,8,0,attack
0,44,44,normal
0,128,44,normal
0,254,523,normal
0,225,22996,normal
0,775,331,normal
475,314,266,normal
0,0,0,attack
8,525,335,normal
0,0,0,attack
0,1,0,attack
0,213,37327,normal
0,190,8654,normal
0,0,0,attack
0,28,0,attack
0,0,0,attack
27,1067,3081,normal
0,126,44,normal
0,333,2547,normal
0,0,0,attack
0,4491,0,normal
0,0,0,attack
0,54540,8314,attack
0,239,255,normal
0,0,0,normal
2,1258,359,normal
0,0,0,attack
0,0,0,attack
0,0,0,normal
0,42,65,normal
0,224,1270,normal
0,231,3215,normal
5065,147,105,normal
0,44,72,normal
0,183,0,normal
0,0,0,attack
0,0,0,attack
0,125,179,attack
0,13,40,normal
0,233,4759,normal
0,30,0,normal
0,0,0,attack
0,278,7958,normal
0,0,0,attack
0,0,0,attack
0,237,5193,normal
0,301,2698,normal
0,246,3295,normal
0,230,12471,normal
0,46,82,normal
1985,147,105,normal
0,0,0,attack
0,641,0,normal
0,28,0,attack
0,0,0,attack
0,82,1,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,46,80,normal
0,0,0,attack
0,0,0,attack
0,376,345,normal
0,0,0,attack
5,105,146,normal
0,334,0,attack
0,0,0,attack
0,30,0,normal
0,1053,329,normal
0,46,130,normal
0,45,119,normal
1,1539,395,normal
0,0,0,attack
0,0,0,attack
0,358,1758,normal
0,44,133,normal
0,282,1227,normal
0,323,1509,normal
0,105,105,normal
0,218,358,normal
0,0,0,attack
0,0,0,attack
0,329,303,normal
0,788,328,normal
0,311,4591,normal
0,0,0,attack
0,0,0,attack
0,35,130,normal
0,1032,0,attack
0,0,0,attack
0,0,0,attack
0,59,0,normal
0,0,0,attack
0,226,1022,normal
0,203,2108,normal
8,2544,333,normal
0,1032,0,attack
0,327,6721,normal
0,0,0,attack
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,54540,8314,attack
0,0,0,attack
0,0,0,attack
0,28,0,attack
0,8,0,attack
0,0,0,attack
0,0,0,attack
1,763,335,normal
0,0,0,attack
0,307,8339,normal
0,0,0,attack
0,0,0,attack
0,236,7262,normal
0,246,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,300,13038,normal
0,254,390,normal
5753,147,105,normal
0,0,0,attack
17399,1,0,attack
0,334,0,attack
1,0,0,attack
31,1221,3380,normal
0,0,0,attack
0,8,0,attack
0,299,291,normal
0,1874,0,normal
0,1301,335,normal
21263,1,0,attack
0,43,132,normal
0,1032,0,attack
0,0,0,attack
0,330,256,normal
0,0,0,attack
0,302,7497,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,284,307,normal
0,0,0,attack
0,12,0,normal
0,238,276,normal
1,1194,482,normal
0,6601,0,normal
0,12,0,normal
2,1452,330,normal
2,2194619,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,240,748,normal
0,0,0,attack
0,42,42,normal
0,0,0,attack
0,336,1294,normal
3,11436,1383,normal
0,0,0,attack
0,195,4768,normal
0,516,4,normal
0,286,3491,normal
0,0,0,attack
0,215,1062,normal
0,196,1337,normal
5,722,334,normal
0,0,0,attack
0,0,0,attack
0,214,3477,normal
0,0,0,attack
0,232,2140,normal
0,224,1783,normal
0,8,0,attack
0,192,0,normal
0,294,478,normal
0,0,0,attack
0,213,259,normal
0,0,0,attack
8,105,146,normal
0,0,0,attack
0,303,458,normal
0,0,0,attack
0,44,126,normal
4931,73,45,normal
0,197,2276,normal
0,0,0,attack
0,242,6725,normal
0,0,0,attack
0,308,607,normal
0,0,0,attack
0,0,0,attack
0,291,868,normal
0,0,0,attack
0,2697,331,normal
0,1,0,attack
0,0,0,attack
0,0,0,attack
0,200,3042,normal
0,0,0,attack
0,0,0,attack
0,8,224,normal
0,1032,0,attack
0,28,0,attack
0,0,0,attack
0,341,281,normal
0,8,493,normal
0,0,0,attack
0,0,0,attack
1,1483,363,normal
0,46,128,normal
0,2426,2737,normal
0,36,0,normal
0,210,1425,normal
0,0,0,attack
0,0,0,attack
0,170,13603,normal
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,269,8921,normal
0,315,347,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,216,7384,normal
0,0,0,normal
0,0,0,attack
0,235,12623,normal
0,667,332,normal
2,1160,333,normal
0,8,0,attack
2,1299,329,normal
0,0,0,attack
0,0,0,attack
0,711,336,normal
0,1032,0,attack
0,8,0,attack
2,0,0,attack
0,0,0,attack
0,0,0,attack
0,42,42,normal
4,0,0,attack
0,147,0,normal
0,0,0,normal
0,0,0,attack
0,222,5834,normal
0,0,0,attack
0,198,1427,normal
0,0,0,attack
0,520,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,217,1035,normal
0,0,0,attack
0,8,0,attack
0,252,2795,normal
0,200,940,normal
0,0,0,attack
0,243,663,normal
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,209,2408,normal
0,215,11680,normal
0,0,0,attack
0,31,0,normal
0,338,275,normal
0,249,27998,normal
0,232,5745,normal
0,260,283,normal
0,0,0,attack
0,0,0,attack
0,2168,402,normal
0,373,0,normal
0,347,1417,normal
0,354,1875,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,305,2698,normal
0,0,0,attack
0,105,147,normal
0,221,602,normal
0,887,436,normal
0,695,328,normal
0,520,0,attack
0,495,0,normal
0,0,0,attack
0,0,0,attack
0,2760,370,normal
0,45,83,normal
1,756,332,normal
0,0,0,attack
0,218,6776,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,7196,0,normal
0,46,134,normal
0,12,0,normal
0,45,130,normal
0,43,71,normal
0,520,0,attack
0,206,12642,normal
0,1032,0,attack
9908,2634,8611,normal
357,334,10686,normal
0,4539,0,normal
0,320,520,normal
0,30,0,normal
0,0,0,normal
0,281,759,normal
0,345,3938,normal
0,0,0,attack
0,223,408,normal
0,0,0,attack
0,0,0,normal
0,8,0,attack
0,0,0,attack
0,204,260,normal
0,0,0,attack
1051,1,0,attack
0,0,0,attack
0,0,0,attack
799,676,23920,normal
0,209,3556,normal
0,0,0,attack
0,0,0,attack
0,229,934,normal
0,0,0,attack
0,516,4,normal
0,344,1247,normal
0,0,0,attack
0,0,0,attack
0,277,1224,normal
0,325,3941,normal
0,0,0,attack
1,1277,328,normal
0,0,0,attack
0,0,0,attack
0,219,183,normal
0,0,0,attack
0,0,0,attack
0,41,71,normal
0,0,0,attack
0,0,0,attack
0,326,420,normal
0,0,0,attack
0,1032,0,attack
0,0,0,attack
0,334,0,attack
0,8,0,attack
1,0,0,attack
0,0,0,attack
0,229,301,normal
0,205,6622,normal
0,0,0,attack
0,319,583,normal
0,0,0,attack
0,304,1380,normal
0,9,317,normal
0,0,0,attack
0,356,1137,normal
0,0,0,attack
0,44,73,normal
0,0,0,attack
0,299,12471,normal
35682,381709090,0,attack
0,6,123,attack
4,0,15,normal
0,0,0,attack
0,0,0,attack
0,366,4084,normal
0,0,0,normal
0,0,0,attack
3,2194619,0,normal
15435,145,105,normal
2414,146,105,normal
0,0,0,attack
0,45,45,normal
0,0,0,attack
0,0,0,attack
0,236,357,normal
0,0,0,attack
0,0,0,attack
0,258,11380,normal
10,0,0,attack
0,188,13450,normal
0,0,0,attack
0,1195,2449,attack
0,992,329,normal
0,0,0,attack
0,310,255,normal
6,2597,331,normal
0,0,0,attack
0,251,1981,normal
0,0,0,attack
0,748,0,normal
0,158,38643,normal
0,0,0,attack
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,229,682,normal
0,8,0,attack
0,10044,0,normal
0,123,234,normal
0,0,0,attack
0,276,108545,normal
0,0,0,attack
0,319,4143,normal
0,280,16574,normal
0,0,0,attack
0,42,42,normal
0,8,0,attack
0,2838,325,normal
0,463,12604,normal
0,0,0,attack
0,0,0,attack
0,45,134,normal
0,8,0,attack
1,0,4,normal
0,0,0,attack
0,28,0,attack
0,0,0,attack
0,294,3808,normal
8486,146,105,normal
0,31,91,normal
0,29,29,normal
0,0,0,attack
0,1131,326,normal
0,217,2887,normal
0,1329,330,normal
0,44,145,normal
0,0,0,attack
0,8,0,attack
0,224,6874,normal
0,290,1704,normal
0,242,16819,normal
0,197,7204,normal
0,1032,0,attack
0,318,9696,normal
0,0,0,attack
0,234,2659,normal
0,1032,0,attack
1,1492,336,normal
0,0,0,attack
0,0,0,attack
0,0,0,normal
0,303,6833,normal
0,262,3819,normal
0,0,0,attack
0,334,0,attack
0,258,12037,normal
0,215,0,attack
0,246,1600,normal
0,312,3222,normal
0,201,0,normal
0,222,2446,normal
0,290,2107,normal
0,11376,0,normal
0,0,0,attack
0,306,3222,normal
0,308,608,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,199,749,normal
0,0,0,attack
0,8,0,attack
37815,1,0,attack
0,0,0,attack
0,564,0,attack
0,0,0,attack
0,280,9544,normal
0,0,0,attack
0,186,15495,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,44,73,normal
0,197,380,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,28,0,attack
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,14,41,normal
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,1032,0,attack
0,181,0,normal
1,105,147,normal
0,1,0,attack
0,289,2488,normal
0,45,45,normal
0,1032,0,attack
9114,1121,7999,normal
0,235,512,normal
0,0,0,attack
0,299,1129,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,520,0,attack
10,664,333,normal
3,1770,328,normal
0,42,42,normal
0,276,2924,normal
0,0,0,attack
0,0,0,attack
0,299,1380,normal
0,0,0,normal
0,296,943,normal
0,0,0,attack
0,224,8621,normal
10,2376,329,normal
0,18,0,attack
0,210,566,normal
0,327,1695,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,306,1319,normal
1,1211,282,normal
0,44,44,normal
0,0,0,attack
0,43,128,normal
0,0,0,attack
0,229,8015,normal
0,0,0,attack
0,307,321,normal
0,0,0,attack
0,228,24786,normal
0,0,0,attack
0,0,0,attack
0,211,321,normal
59,259,275,normal
0,31,47,normal
0,0,0,attack
0,1,0,attack
0,538,6471,normal
0,0,0,attack
0,520,0,attack
0,0,0,attack
0,748,0,normal
0,0,0,attack
0,0,0,attack
0,43,136,normal
0,283,337,normal
0,341,786,normal
0,8,0,attack
0,42,42,normal
0,0,0,attack
41802,1,0,attack
0,0,0,attack
0,10389,0,normal
0,0,0,attack
0,45,45,normal
0,74,0,normal
0,43,68,normal
2,1243,366,normal
0,318,495,normal
2,2194619,0,normal
0,0,0,attack
0,78,44,normal
0,43,116,normal
0,1637,338,normal
0,213,900,normal
0,0,0,attack
1,1232,333,normal
0,266,499,normal
0,285,2531,normal
0,0,0,attack
0,286,1425,normal
0,30,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,223,3327,normal
0,200,1061,normal
0,0,0,attack
0,0,0,attack
0,1480,0,attack
0,45,140,normal
0,0,0,attack
0,28,0,attack
0,204,313,normal
0,0,0,attack
0,297,753,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,300,311,normal
0,8,0,attack
0,0,0,normal
0,30,0,attack
0,0,0,attack
0,0,0,attack
0,8,0,attack
2,0,0,attack
0,105,146,normal
0,1,0,attack
0,244,263,normal
0,8,0,attack
0,0,0,attack
0,771,374,normal
0,105,147,normal
0,0,0,attack
0,254,5918,normal
0,0,0,attack
0,330,13508,normal
0,0,0,attack
0,0,0,normal
0,0,0,attack
4468,166,23376,normal
0,322,1408,normal
0,28,0,attack
0,30,0,normal
0,45,130,normal
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,215,0,attack
0,298,3571,normal
0,0,0,attack
0,252,273544,normal
0,0,0,attack
0,0,0,attack
0,4539,0,normal
0,197,18881,normal
0,0,0,attack
0,0,0,attack
0,259,1541,normal
0,1193,333,normal
0,46,117,normal
1,1016,332,normal
0,0,0,attack
0,237,5250,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,219,6721,normal
0,0,0,attack
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,45,72,normal
0,0,0,attack
0,0,0,attack
0,43,107,normal
0,0,0,attack
0,276,71903,normal
0,147,0,normal
0,172,15119,normal
0,42,42,normal
0,237,3891,normal
0,200,267,normal
0,360,1738,normal
0,347,807,normal
0,231,1225,normal
0,224,4114,normal
0,0,0,attack
0,0,0,attack
0,201,2435,normal
0,43,71,normal
0,8,0,attack
0,0,0,attack
0,226,3709,normal
27,704,2070,normal
0,186,14609,normal
0,44,672,attack
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,30,0,normal
0,0,0,attack
0,0,0,attack
2,1231,2451,attack
0,285,263,normal
0,0,0,attack
0,520,0,attack
0,0,0,attack
0,272,4841,normal
0,201,1148,normal
0,286,1476,normal
0,0,0,attack
0,0,0,attack
0,370,274,normal
0,8,0,attack
0,8,0,normal
0,43,73,normal
0,1,0,attack
0,888,328,normal
0,268,656,normal
0,0,0,attack
0,46,77,normal
0,383,0,normal
0,520,0,attack
0,0,0,attack
1,0,0,attack
0,1032,0,attack
0,257,1650,normal
0,160,584,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
40703,1,0,attack
0,210,10561,normal
0,0,0,attack
0,0,0,attack
0,292,263,normal
0,300,1444,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,186,14515,normal
0,0,0,attack
0,334,479,normal
0,318,760,normal
0,305,928,normal
0,740,0,normal
0,204,269,normal
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,0,0,normal
2,1218,2449,attack
0,286,7833,normal
0,1,0,attack
0,0,0,attack
0,0,0,attack
0,258,11758,normal
0,355,8377,normal
0,0,0,attack
0,0,0,attack
0,276,365,normal
0,0,0,attack
0,8,0,attack
0,54540,8314,attack
0,149,13592,normal
0,328,1831,normal
0,46,128,normal
0,28,0,attack
0,28,0,attack
0,0,0,attack
0,0,0,attack
0,42,132,normal
1,1230,328,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,1032,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
29,42,42,normal
0,0,0,attack
0,330,772,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,520,0,attack
0,0,0,attack
0,0,0,attack
0,44,127,normal
0,0,0,attack
0,319,731,normal
0,0,0,attack
0,8325,0,normal
0,275,337,normal
0,1032,0,attack
0,223,923,normal
0,33,93,normal
0,323,2996,normal
0,0,0,attack
0,0,0,attack
0,2278,0,normal
8625,1788,9968,normal
0,0,0,attack
0,317,789,normal
0,332,1394,normal
0,0,0,attack
0,0,0,attack
0,30,0,normal
0,201,7980,normal
0,28,0,attack
0,303,1380,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,366,2862,normal
0,0,0,attack
0,0,0,attack
0,520,0,attack
0,206,5015,normal
0,327,660,normal
0,105,0,normal
0,192,0,normal
0,0,0,attack
0,54540,8314,attack
0,218,2839,normal
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,205,4858,normal
0,0,0,attack
8556,146,105,normal
0,215,4408,normal
0,314,2055,normal
0,45,131,normal
37874,1,0,attack
0,0,0,attack
0,303,29228,normal
0,520,0,attack
0,0,0,attack
0,0,0,attack
0,1684,330,normal
